id	label	x	y	cluster	weight<Links>	weight<Total link strength>	weight<Occurrences>
17943	heart-rate	0.1586	0.7465	5	400	1370	83
17951	heartbeat classifications	-0.9043	0.9435	4	167	452	24
18067	hemodynamics	1.0284	0.1823	3	494	2093	106
18069	hemoglobin	0.5412	-0.6212	2	287	648	23
18071	hemoglobin a1c	0.6894	-0.8345	2	293	793	23
18161	heuristic algorithms	-1.1676	0.0084	1	264	730	62
18167	heuristic methods	-1.0907	0.1517	1	238	495	37
18193	hidden markov models	0.0595	0.6681	5	208	359	21
18238	high density lipoprotein cholesterol	0.7889	-0.7899	2	232	498	15
18290	high risk patient	0.6241	-0.6298	2	249	482	15
18432	histogram	0.719	0.2116	3	303	697	29
18572	hospital	-0.1533	-0.6288	2	231	411	18
18573	hospital admission	0.4552	-0.6342	2	207	365	13
18577	hospital data processing	-0.7315	-0.2241	1	372	895	55
18601	hospitalization	0.3893	-0.6932	2	364	1021	34
18603	hospitals	-0.295	-0.3552	1	504	1518	83
18655	human	0.3453	-0.0264	2	999	43874	1843
18678	human cell	0.7314	-0.7349	2	173	327	14
18708	human experiment	0.4838	0.5988	5	475	1675	63
18809	human tissue	0.7053	-0.5793	2	308	741	31
18834	humans	0.4821	0.0341	3	993	26659	1085
18877	hybrid	-0.372	0.2685	1	231	431	19
18999	hybrid model	-0.5294	0.1616	1	303	666	51
19167	hyper-parameter	-1.0942	-0.3778	1	369	1184	80
19169	hyper-parameter optimizations	-0.9361	-0.6804	1	200	440	28
19196	hyperlipidemia	0.5752	-0.8458	2	205	403	13
19228	hypertension	0.422	-0.3026	2	747	4339	173
19409	image analysis	0.2716	0.1648	3	654	3136	151
19422	image classification	-0.5463	-0.236	1	438	1938	139
19425	image coding	-0.2324	0.8095	4	368	1132	79
19429	image compression	-0.4563	0.6584	4	195	436	31
19446	image enhancement	-0.0625	0.147	3	592	2784	187
19463	"image interpretation, computer-assisted"	0.9164	0.1297	3	312	946	32
19473	image processing	0.6516	0.2073	3	665	3573	171
19479	"image processing, computer-assisted"	0.8881	0.2971	3	380	1553	57
19480	image quality	0.6088	0.1778	3	465	1605	66
19486	image reconstruction	0.7031	0.4411	3	358	996	53
19498	image segmentation	0.4221	0.3824	3	840	8181	447
19509	image thinning	-0.2121	0.7772	4	294	846	48
19536	images classification	-0.8061	-0.4239	1	214	523	40
19542	images segmentations	0.7386	0.3282	3	400	1533	80
19572	"imaging, three-dimensional"	1.1097	0.1492	3	229	565	21
19591	imbalanced data	-0.9955	-0.4578	1	213	411	47
19669	impedance	0.2728	0.3464	5	225	379	20
19850	in vivo study	1.107	-0.2476	2	194	391	15
20090	infant	0.6399	0.3941	3	261	458	13
20214	information management	-0.7925	-0.1567	1	330	785	73
20218	information processing	0.1203	0.086	5	623	2385	87
20251	infrared devices	0.2857	-0.0834	5	189	318	27
20394	insulin	0.4597	-0.8367	2	229	451	16
20397	insulin dependent diabetes mellitus	0.4936	-0.9469	2	215	428	14
20587	intelligent systems	-0.566	0.0447	1	340	737	56
20608	intensive care unit	0.1707	0.002	5	390	961	31
20611	intensive care units	-0.3757	-0.2109	1	247	509	33
20657	interactive computer systems	-0.7357	0.3937	1	228	422	28
20719	intermethod comparison	0.1674	0.0951	4	406	1046	37
20747	internet	-0.6561	0.012	1	209	381	21
20764	internet of medical thing	-0.8588	0.1467	1	352	860	50
20765	internet of medical things	-0.7473	0.083	1	279	513	31
20766	internet of medical things (iomt)	-0.9313	0.1301	1	176	347	30
20791	internet of things	-0.8729	0.0384	1	705	4734	398
20792	internet of things (iot)	-0.9724	0.1413	1	226	536	62
20831	interpretability	-0.6075	-0.2454	1	433	1344	98
20965	intrusion detection	-1.2093	-0.0126	1	170	425	49
21027	inverse problems	0.2431	-0.1968	3	251	406	30
21066	iot	-1.004	0.0939	1	286	759	93
21164	ischemic heart disease	0.6398	-0.4882	2	431	1277	47
21219	iterative methods	-0.3642	-0.0132	1	292	562	47
21278	job analysis	0.2838	0.2415	3	407	1077	50
21321	k fold cross validation	-0.0167	-0.7364	2	298	691	22
21323	k means clustering	0.2298	-0.4161	2	271	506	19
21325	k nearest neighbor	0.0808	-0.425	2	713	4677	152
21360	k-means clustering	-0.493	-0.2158	1	343	773	58
21373	k-near neighbor	-1.0763	-0.5735	1	163	378	23
21387	k-nearest neighbors	-0.5367	-0.727	1	176	338	33
21452	kernel method	0.0502	0.1556	3	453	1148	37
21507	kidney disease	0.1091	-1.0348	2	195	358	18
21576	knn	-1.0014	-0.6419	1	169	385	46
21581	knowledge	0.342	0.4191	3	270	493	17
21582	knowledge acquisition	-0.7843	-0.4726	1	228	442	29
21727	laboratory test	0.3932	-0.9509	2	209	398	15
21786	language model	-0.3657	-0.606	1	173	342	31
21787	language processing	-0.4796	-0.8573	1	200	438	29
21808	large dataset	0.0521	-0.187	3	406	878	53
21809	large datasets	-0.5023	0.3472	1	307	580	43
21814	large language model	-0.2782	-0.5552	1	182	344	26
22001	learning	0.2062	0.4192	3	496	1611	62
22004	learning algorithm	0.2507	0.0282	2	835	5587	166
22005	learning algorithms	-0.6746	-0.2848	1	876	9008	580
22006	learning approach	-0.3968	0.1893	1	351	934	61
22011	learning classifiers	-1.0483	0.2167	1	208	444	33
22017	learning frameworks	-0.6026	0.1497	1	304	671	50
22022	learning machines	-0.7329	-0.4002	1	268	512	33
22024	learning methods	-0.2539	0.6676	4	274	573	35
22025	learning models	-0.7105	0.2551	1	559	2278	167
22042	learning systems	-0.5778	-0.1088	1	974	17623	1131
22044	learning techniques	-0.8989	0.4178	4	267	660	50
22058	least absolute shrinkage and selection operator	0.71	-0.924	2	209	489	18
22089	leave one out cross validation	0.8382	-0.1427	5	208	379	12
22142	left ventricular	0.9605	0.154	3	239	496	24
22198	length of stay	0.3549	-0.7478	2	233	491	16
22389	limit of detection	0.8046	-0.5444	2	129	335	19
22455	linear regression	0.0708	-0.241	1	255	450	39
22456	linear regression analysis	0.3509	-0.1075	2	339	675	19
22751	logistic regression	-0.6443	-0.8239	1	559	3101	233
22755	logistic regression analysis	0.1479	-0.8643	2	560	2418	78
22763	logistics regressions	-0.8529	-0.823	1	299	979	55
22791	long short term memory network	-0.0076	0.3984	4	642	2994	100
22795	long short-term memory	-0.7202	0.4921	4	760	4995	329
22850	longitudinal study	0.5536	-0.7966	2	225	449	14
22870	loss functions	0.0718	0.7125	3	258	483	25
22893	low density lipoprotein	0.5408	-0.9253	2	208	384	12
22894	low density lipoprotein cholesterol	0.752	-0.865	2	198	384	11
23001	lstm	-0.7908	0.5125	4	347	854	81
23045	lung	0.8017	-0.2774	3	234	438	19
23054	lung cancer	0.0755	-0.4922	3	419	1229	97
23172	machine learning	-0.1907	-0.3509	1	998	32858	2442
23173	machine learning (ml)	-0.8805	-0.0171	1	239	586	71
23179	machine learning algorithm	0.0053	-0.5768	2	210	396	23
23181	machine learning algorithms	-0.7104	-0.8039	1	513	2437	179
23189	machine learning approaches	-0.3295	-0.2401	1	357	848	55
23214	machine learning methods	-0.2741	-0.4519	1	316	723	50
23219	machine learning models	-0.4411	-0.6201	1	585	2530	179
23236	machine learning techniques	-0.4654	-0.7746	1	410	1288	93
23262	machine-learning	-0.4753	-0.3911	1	957	16593	1164
23327	magnetic resonance	0.6696	0.3636	3	186	411	24
23336	magnetic resonance imaging	0.49	0.3158	3	559	2871	157
23411	major clinical study	0.6212	-0.3593	2	910	11260	386
23437	male	0.7164	-0.1561	2	963	18155	650
23478	mammals	0.531	-0.4668	2	197	324	21
23487	mammography	-0.2127	-0.1928	3	221	481	30
23723	mathematical analysis	0.1521	0.1485	3	347	897	31
23731	mathematical model	0.4862	0.1534	3	653	2575	91
23737	mathematical parameters	0.2782	0.6647	4	322	681	20
23748	matlab	-0.8332	0.0468	1	228	382	35
23752	matrix algebra	-0.4965	-0.1465	1	238	379	35
23856	mean absolute error	0.4115	0.3218	5	501	1474	62
23862	mean arterial pressure	0.8492	0.3769	5	293	753	25
23874	mean square error	-0.2397	0.2654	1	615	2521	184
23889	measurement accuracy	0.3771	0.1861	2	629	2282	79
23897	measurement precision	0.0691	0.0563	2	357	856	25
23987	medical applications	-0.2692	0.085	1	314	560	50
24001	medical computing	-0.6212	-0.4386	1	559	2164	130
24003	medical conditions	0.014	0.2509	5	247	501	25
24010	medical data	-1.031	-0.223	1	317	824	68
24043	medical diagnostic imaging	-0.4273	-0.2952	1	429	1258	65
24076	medical history	0.2666	-0.9255	2	223	418	16
24086	medical image processing	-0.0381	-0.1144	3	279	741	46
24097	medical imaging	-0.1047	-0.1133	3	696	4452	283
24107	medical informatics	-0.4206	-0.1716	1	276	537	28
24108	medical information	-0.3323	-0.3769	1	295	482	25
24152	medical problems	-0.2668	-0.7052	1	287	605	39
24157	medical record	-0.1148	-0.7082	1	349	838	35
24169	medical services	-0.9183	-0.0767	1	419	1448	98
24285	memory modeling	-0.7325	0.6062	4	188	382	23
24286	memory network	-0.8897	0.5894	4	231	557	36
24317	mental health	0.0592	-0.3614	5	262	507	44
24332	mental stress	0.2058	0.6757	5	168	365	19
24343	mercury compounds	0.3886	0.944	5	245	735	32
24455	metabolism	0.8157	-0.7133	2	339	1210	67
24466	metadata	-0.5231	-0.0747	1	340	723	44
24469	metaheuristic	-1.1559	-0.1916	1	202	463	34
24479	metaheuristics	-0.9322	0.0152	1	263	624	33
24557	methodology	-0.2442	-0.1074	4	279	570	22
24589	mhealth	-0.1406	0.1457	5	509	1672	102
24598	mice	0.9039	-0.6236	2	156	352	19
24790	middle aged	0.8776	-0.2456	2	818	7539	256
25005	mitral valve regurgitation	0.337	0.8149	4	222	463	15
25174	model	0.2368	-0.1496	2	319	668	34
25259	model-based opc	-0.2822	-0.2093	1	340	656	39
25307	"models, cardiovascular"	1.1104	0.0999	3	240	724	28
25461	monitoring	-0.1443	0.2085	5	345	671	50
25488	monitoring system	-0.778	0.2917	1	228	458	39
25492	"monitoring, physiologic"	0.3042	0.6112	5	284	800	36
25551	morphology	0.7004	0.2775	3	359	806	42
25555	mortality	0.5512	-0.711	2	398	1159	42
25559	mortality rate	-0.0053	-0.6494	2	392	1036	45
25581	motion	0.7489	0.6333	3	216	392	17
25590	motion compensation	-1.1545	-0.4668	1	202	523	33
25642	mouse	0.94	-0.5702	2	164	409	22
25955	multi-modal	-0.1354	0.0993	1	491	1397	88
26057	multi-scale features	0.3402	0.6533	3	198	367	19
26073	multi-scales	0.0876	0.4488	3	262	519	29
26112	multi-task learning	0.3048	0.3821	3	208	357	22
26162	multicenter study	0.8378	-0.3112	2	288	595	20
26169	multiclass classification	-0.5102	0.5945	4	239	507	25
26242	multilayer neural networks	-0.7724	0.3459	1	519	2095	136
26244	multilayer perceptron	-0.1357	-0.2464	2	609	2372	96
26257	multilayers	-0.838	-0.1665	1	196	353	27
26258	multilayers perceptrons	-0.931	-0.2647	1	290	687	53
26317	multimodal imaging	0.5903	0.0353	3	237	486	20
26355	multiobjective optimization	-0.7936	0.1694	1	204	367	26
26571	muscle	0.1811	-0.0813	5	242	445	32
26664	myocardial infarction	0.3564	0.2561	4	526	2042	115
26701	myocardium	1.0349	0.5078	3	234	662	32
26745	naive bayes	-1.0302	-0.7135	1	240	742	55
26910	natural language processing	-0.4045	-0.7505	1	328	866	64
26912	natural language processing systems	-0.6384	-0.6964	1	235	563	46
26914	natural languages	-0.501	-0.8197	1	197	439	31
26981	near infrared spectroscopy	0.4169	-0.1395	5	200	342	26
27002	nearest neighbor search	-0.9178	-0.3845	1	707	5608	338
27008	nearest-neighbour	-1.0906	-0.5347	1	265	801	50
27075	nerve cell network	0.2519	0.4633	5	581	2201	67
27102	network analysis	0.4351	-0.2079	2	209	343	17
27105	network architecture	-0.6101	0.4273	4	544	2085	127
27115	network coding	-0.1997	0.7279	4	272	567	28
27145	network layers	-0.6258	0.5761	4	283	565	34
27176	network security	-0.9916	-0.0256	1	388	1196	119
27242	neural network	-0.4699	0.1265	1	456	1145	105
27260	neural network model	-0.6172	0.3297	1	402	1081	66
27263	neural network models	-0.5596	0.3001	1	273	642	41
27273	neural networks	-0.4199	0.2392	1	795	5021	363
27277	"neural networks, computer"	0.1836	0.557	4	853	6737	245
27293	neural-networks	-0.4534	0.3552	1	767	4385	317
27330	neurodegenerative diseases	-0.3552	-0.0749	1	382	1048	71
27340	neuroimaging	0.2914	0.086	3	231	465	25
27387	neurons	-0.3068	0.3727	5	216	388	29
27393	neurophysiology	0.0391	0.4916	5	193	381	22
27434	newborn	0.5482	0.1211	3	255	428	15
27536	noise	-0.2451	0.7141	4	402	1108	50
27579	noise reduction	0.0987	0.6539	4	398	1103	38
27611	non insulin dependent diabetes mellitus	0.3626	-0.8975	2	397	1327	47
27614	non invasive procedure	0.8743	0.2392	3	238	429	16
27818	nonhuman	0.6533	-0.3103	2	538	1789	74
27832	noninvasive medical procedures	0.3699	0.0977	5	564	1951	114
27922	normal human	0.5323	0.6072	5	368	1012	41
28000	nuclear magnetic resonance imaging	0.8473	0.1862	3	574	2935	111
28085	nutrition	-0.0286	-0.872	2	256	506	38
28107	obesity	0.2981	-0.8888	2	371	1083	45
28114	object detection	-0.0887	0.3147	3	201	368	34
28140	observational study	0.8917	-0.5829	2	272	610	22
28149	obstetrics	-0.0837	-0.7517	2	189	345	20
28153	obstructive sleep apnea	0.494	0.7631	5	318	1034	44
28307	oncology	-0.2481	-0.5108	1	196	337	25
28452	ophthalmology	0.206	-0.7431	2	290	851	51
28494	optical coherence tomography	0.981	-0.4848	2	242	569	28
28630	optimisations	-1.0021	-0.1477	1	613	3200	253
28636	optimization	-0.9617	-0.1506	1	618	3220	287
28639	optimization algorithms	-1.1477	-0.2322	1	382	1481	142
28694	optimizers	-1.1329	0.0772	1	312	865	69
28886	outcome assessment	0.2363	-0.793	2	354	914	32
28897	outlier detection	-0.3538	0.2061	1	339	721	33
28973	oxygen	0.744	-0.0554	5	208	360	17
28984	oxygen saturation	0.5371	0.0684	5	360	835	27
29002	p wave	-0.0823	1.0789	4	359	1125	30
29175	parameter estimation	-0.2036	0.0852	1	332	694	46
29285	particle swarm	-1.0892	-0.2311	1	301	906	72
29290	particle swarm optimization	-0.7824	-0.3768	1	424	1284	97
29291	particle swarm optimization (pso)	-0.977	-0.2082	1	471	1811	139
29373	pathology	0.8174	-0.1959	3	573	2101	101
29379	pathophysiology	0.7483	0.3939	5	664	3709	127
29387	patient care	-0.0779	-0.4723	2	266	521	25
29422	patient monitoring	-0.1975	0.1437	5	602	2270	131
29439	patient rehabilitation	0.4147	0.2366	5	283	564	26
29448	patient specific	0.6389	0.0414	3	244	475	29
29456	patient treatment	-0.1934	-0.4161	1	740	3683	222
29499	pattern recognition	-0.3296	0.2455	1	380	900	72
29670	performance	-0.6434	0.1107	1	778	4852	345
29686	performance indicator	-0.1062	-0.202	2	451	1458	51
29843	personalized medicine	0.0611	-0.315	5	436	1079	56
29976	phenotype	0.3251	-0.5363	2	244	430	17
30002	phonocardiogram	-0.3527	1.0371	4	242	616	33
30010	phonocardiograms	-0.4934	1.0418	4	315	1171	65
30012	phonocardiography	-0.3093	0.9994	4	383	1633	85
30067	photoelectric plethysmography	0.5191	0.8164	5	583	3641	132
30094	photoplethysmogram	0.1007	0.8526	5	285	746	44
30106	photoplethysmography	0.4387	0.8735	5	533	3227	153
30108	photoplethysmography (ppg)	0.3249	0.744	5	239	606	30
30154	physical activity	0.34	-0.3575	2	440	1329	58
30215	physician	0.2843	-0.3866	2	358	759	27
30237	physiologic monitoring	0.3626	0.4888	5	326	915	39
30259	physiological models	0.1261	0.4627	5	590	2122	126
30281	physiological signals	-0.0811	0.729	5	342	842	42
30290	physiology	0.5724	0.5397	5	784	5696	238
30292	physionet	-0.5233	0.9353	4	183	421	23
30353	pilot study	0.6412	-0.4443	2	251	442	18
30380	pipelines	-0.3966	-0.0461	1	217	369	23
30542	pneumonia	0.1698	-0.7661	2	228	492	28
30570	point of care testing	0.5322	-0.5249	2	194	349	15
30701	polysomnography	0.4071	0.8254	5	323	1018	44
30742	population statistics	-0.3362	-0.4621	1	446	1213	84
31017	ppg	0.1142	0.7867	5	207	404	22
31117	prediction	0.2192	-0.354	2	956	11399	532
31118	prediction accuracy	-0.3277	-0.1478	1	264	504	40
31122	prediction algorithms	-0.9781	-0.5682	1	276	848	57
31150	prediction model	-0.1529	-0.8935	1	211	413	41
31151	prediction modelling	-0.2933	-0.7756	1	366	981	73
31152	prediction models	-0.615	-0.6156	1	449	1606	133
31157	prediction of heart disease	-0.9793	-0.3876	1	202	422	17
31187	predictive analytics	-0.604	-0.4912	1	528	1779	123
31208	predictive model	0.1841	-0.6224	2	625	2688	103
31214	predictive models	-0.3081	-0.4959	1	657	3279	194
31224	predictive value	0.5241	-0.2278	2	710	3496	113
31225	predictive value of tests	1.1227	-0.0149	3	243	519	17
31242	pregnancy	0.5547	-0.0358	3	294	762	34
31360	prevalence	0.2894	-0.5807	2	367	885	26
31405	principal component analysis	-0.2949	0.0329	1	713	3508	194
31416	principal-component analysis	-0.6859	0.0491	1	371	1080	76
31446	priority journal	0.1973	0.0438	2	407	997	43
31451	privacy	-0.9539	-0.0318	1	279	716	52
31478	privacy-preserving techniques	-1.1932	-0.079	1	166	385	35
31509	probability	0.3746	-0.2373	2	415	977	37
31536	procedures	0.6374	0.2659	3	938	12432	493
31554	process optimization	-0.0759	-0.1588	2	289	648	24
31617	prognosis	0.5151	-0.5773	2	563	2063	76
31727	prospective studies	0.9077	-0.5279	2	258	515	17
31728	prospective study	0.8625	-0.647	2	331	882	32
31804	proteins	0.4476	-0.5727	2	185	366	29
31948	public health	-0.2939	-0.4078	1	212	326	31
31999	pulmonary diseases	0.1076	-0.3647	3	267	560	38
32054	pulse pressure	0.9168	0.4322	5	240	494	14
32056	pulse rate	0.3111	0.3091	5	330	744	29
32072	pulse wave	0.834	0.5217	5	389	1449	56
32074	pulse wave analysis	0.8796	0.5251	5	285	800	25
32092	pulse wave velocity	0.7733	0.2662	5	217	424	16
32098	pulse-wave	0.7271	0.5538	5	237	538	32
32204	qrs complex	-0.1428	1.0338	4	472	2017	61
32210	qrs interval	0.0098	1.0061	4	233	482	14
32219	qt interval	-0.0385	0.9019	4	228	500	15
32238	qualitative analysis	0.5715	0.4833	3	217	393	16
32252	quality control	0.1527	0.2678	3	538	1408	81
32267	quality of life	0.284	-0.4501	2	402	1128	55
32295	quantitative analysis	0.7005	0.0884	3	433	1057	47
32452	questionnaire	0.47	-0.5204	2	310	760	28
32479	r wave	-0.238	1.0698	4	231	532	16
32534	radial basis function	0.1871	0.2359	4	254	524	19
32604	radiomics	0.8651	-0.4097	3	251	646	28
32647	raman spectrometry	0.6656	-0.6399	2	149	333	18
32661	random forest	-0.1977	-0.7039	2	871	8189	438
32680	random forests	-0.8575	-0.6376	1	668	4640	308
32848	real - time system	-0.7192	0.3674	1	197	347	23
32874	real time systems	-0.7754	0.4027	1	289	619	45
32879	real- time	-0.6338	0.4644	1	411	1058	77
32961	recall	-0.2277	-0.5972	2	334	823	34
32966	receiver operating characteristic	0.399	-0.4988	2	852	6946	225
32979	receptive field	0.63	0.8024	3	269	599	19
33038	recording	0.2505	0.8778	5	244	503	20
33042	records management	-0.5423	-0.8224	1	220	489	25
33068	recurrent neural network	0.0311	0.3993	4	537	1889	87
33073	recurrent neural networks	-0.4345	0.4566	4	486	1538	99
33077	recursive feature elimination	0.0264	-0.7816	2	351	944	48
33247	regression analysis	0.0429	-0.1081	5	622	2203	137
33256	regression model	0.6136	0.3429	5	218	375	15
33319	reinforcement learning	-1.0158	-0.2632	1	255	520	49
33325	reinforcement learnings	-1.0265	-0.2983	1	201	367	35
33375	reliability	0.4375	0.19	3	426	1218	56
33453	remote sensing	0.0029	-0.1387	5	301	597	39
33524	reproducibility	0.7957	0.1787	3	452	1328	49
33525	reproducibility of results	0.7903	0.3265	3	401	1055	39
33638	residual neural network	-0.2726	0.6184	4	396	1246	48
33818	retina	0.741	-0.8028	2	212	483	21
33819	retina blood vessel	0.9475	-0.4273	2	182	388	18
33888	retrospective studies	0.9708	-0.5398	2	319	879	28
33889	retrospective study	0.9218	-0.387	2	550	2476	85
34009	risk analysis	-0.2866	-0.6537	1	226	460	39
34011	risk assessment	0.0396	-0.6551	1	778	4997	289
34026	risk factor	0.511	-0.7394	2	622	3172	110
34029	risk factors	0.1896	-0.8373	2	509	1827	93
34045	risk management	-0.4079	-0.5039	1	247	454	29
34058	risk perception	-0.0169	-0.4094	1	303	585	38
34063	risk predictions	-0.4007	-0.8819	1	337	940	58
34072	risk stratification	0.8255	-0.7688	2	198	401	15
34086	risks assessments	-0.0137	-0.5354	1	246	433	26
34220	roc curve	0.6769	-0.7326	2	303	791	28
34261	root mean square errors	-0.1682	0.34	1	222	406	31
34265	root mean squared error	0.4237	0.4838	5	421	1152	39
34334	rr interval	-0.1125	0.9304	4	403	1361	41
34564	sars-cov-2	0.1966	-0.5654	2	259	508	24
34724	scoring system	0.4622	-0.4638	2	309	643	25
34734	screening	0.4759	-0.2205	2	338	728	34
34786	search algorithms	-1.1141	-0.0958	1	196	388	30
34866	security	-1.1129	-0.038	1	198	494	51
34922	segmentation	0.2903	0.128	3	382	1087	91
34924	segmentation algorithm	0.812	0.5864	3	326	902	29
35077	self-supervised learning	-0.237	0.4704	1	280	633	43
35103	semantic segmentation	0.5437	0.4294	3	210	483	35
35113	semantics	0.0977	0.3112	3	422	1262	82
35132	semi-supervised learning	-0.0927	0.2607	1	195	343	29
35187	sensitivity analysis	0.2177	-0.2379	3	495	1265	73
35192	sensitivity and specificity	0.3184	-0.2214	2	896	9978	333
35498	shap	-0.8715	-0.5838	1	241	605	52
35534	shapley	-0.75	-0.5627	1	357	1126	75
35535	shapley additive explanation	-0.5997	-0.6738	1	362	1147	62
35579	shear stress	1.0067	0.0586	3	154	305	23
35650	short term memory	-0.5801	0.6436	4	538	2148	122
35654	short time fourier transform	0.1933	1.0111	4	254	509	17
35727	signal analysis	-0.4499	0.8911	4	335	1016	52
35731	signal classification	-0.734	0.6946	4	205	381	23
35740	signal denoising	-0.3211	0.9377	4	184	403	29
35742	signal detection	-0.4749	0.7163	4	419	1343	77
35744	signal encoding	-0.3828	0.436	3	349	750	49
35765	signal noise ratio	0.3832	0.7083	4	575	2533	90
35772	signal processing	0.1354	0.898	5	833	9064	356
35776	"signal processing, computer-assisted"	0.1372	1.0571	5	692	5694	197
35784	signal reconstruction	-0.5482	0.7188	4	260	567	29
35801	signal to noise ratio	-0.1582	0.7742	4	368	998	64
35810	signal-processing	-0.346	0.6569	4	336	797	44
35819	signals analysis	-0.7705	0.7608	4	225	435	24
35896	simulation	0.3615	0.1437	3	446	1106	48
36038	sinus rhythm	0.0144	0.952	4	369	1168	36
36157	sleep	0.4459	0.6286	5	291	773	31
36158	sleep apnea	0.2417	0.9456	5	285	808	43
36167	sleep apnea syndromes	0.4715	0.6805	5	302	847	28
36168	"sleep apnea, obstructive"	0.5608	0.8877	5	231	619	21
36181	sleep disorder	0.5961	0.6545	5	210	389	13
36182	sleep disordered breathing	0.3787	0.7776	5	217	443	16
36198	sleep quality	0.6177	0.4502	5	183	374	13
36200	sleep research	0.2642	0.798	5	445	1845	100
36209	sleep time	0.6019	0.2996	5	212	420	15
36329	smart healthcare	-1.0718	-0.0647	1	209	432	38
36395	smartphones	-0.0464	0.3565	5	210	336	25
36416	smoking	0.4104	-0.8838	2	313	828	29
36434	smote	-0.853	-0.6986	1	204	467	47
36588	software	0.345	-0.1587	2	349	635	37
36701	solid modelling	-0.0735	0.0435	3	276	615	35
36952	spatiotemporal analysis	0.23	0.0791	3	263	489	27
37055	spectrograms	-0.3825	0.9775	4	224	541	32
37056	spectrographs	-0.4374	1.0161	4	164	373	24
37065	spectroscopy	0.3931	0.2883	5	308	644	34
37070	spectrum analysis	0.0953	0.2698	5	259	515	33
37363	stackings	-0.9024	-0.7276	1	301	901	65
37422	state of the art	-0.2141	-0.0125	1	254	461	32
37468	statistical analysis	0.5918	0.1307	3	276	545	26
37489	statistical model	0.1596	-0.3787	3	245	408	15
37505	statistical tests	-0.6353	0.1842	1	638	2598	154
37509	statistics	-0.2491	-0.3314	1	258	448	30
37567	stenoses	1.0085	0.1407	3	220	474	23
37650	stochastic systems	-0.6899	-0.1625	1	334	806	57
37777	stroke	0.4811	-0.2916	5	413	1315	63
37800	stroke rehabilitation	0.5285	0.2256	5	182	456	16
37806	stroke volume	0.9266	0.0768	3	180	356	15
38103	supervised learning	-0.3712	0.1375	1	502	1407	90
38111	supervised machine learning	-0.0548	-0.2269	1	481	1337	62
38153	support vector machine	0.1084	-0.2557	2	958	13129	555
38154	support vector machine (svm)	-0.929	0.0824	1	192	396	34
38166	support vector machines	-0.7342	-0.2935	1	877	10397	661
38169	support vector regression	-0.5036	-0.5728	1	367	1075	67
38173	support vectors machine	-0.8439	-0.5043	1	655	3736	234
38183	supraventricular premature beat	-0.4477	1.1297	4	224	710	22
38247	surgery	0.5597	-0.1953	3	287	568	32
38320	sustainable development	-0.6118	-0.0399	1	167	285	38
38345	svm	-0.5535	-0.6497	1	352	969	90
38369	swarm intelligence	-0.8899	-0.4923	1	265	605	43
38378	swarm optimization	-1.0684	-0.1822	1	358	1117	84
38500	synthetic minority over-sampling techniques	-1.0605	-0.4869	1	250	649	47
38567	systematic review	0.1078	-0.3023	3	337	731	44
38603	systolic blood pressure	0.7105	-0.0146	5	614	3418	110
38617	t wave	0.0223	1.0835	4	355	1152	31
38752	task analysis	0.2509	0.3006	3	488	1533	75
38891	telehealth	-0.1211	-0.4139	2	220	378	21
38895	telemedicine	-0.2603	0.0039	1	367	807	47
38910	temperature	0.1697	-0.4751	2	206	329	18
39162	textures	-0.2922	-0.1142	3	234	614	46
39335	thorax pain	0.0971	-0.8405	2	225	505	17
39336	thorax radiography	0.1196	-0.6585	2	254	544	20
39352	three dimensional computer graphics	0.9488	0.3088	3	195	369	19
39356	three dimensional displays	1.002	0.4119	3	180	415	18
39384	three-dimensional display	1.0664	0.4136	3	168	399	17
39387	three-dimensional imaging	0.9706	0.2249	3	402	1199	41
39532	time domain analysis	-0.2963	0.7786	4	389	1275	61
39567	time series	-0.6462	0.3043	1	320	767	68
39568	time series analysis	-0.056	0.3939	4	599	2259	94
39637	time-series analysis	-0.3039	0.325	4	278	577	27
39662	times series	-0.6584	0.3729	1	232	444	37
39686	tissue	0.5284	-0.2799	3	266	555	43
39759	"tomography, x-ray computed"	1.1014	-0.3031	3	259	681	24
39977	training	0.4187	0.1416	3	724	3445	101
40056	transfer learning	-0.4329	0.3093	1	564	2306	186
40065	transfer of learning	0.2406	0.2269	4	498	1496	53
40081	transformer	0.1378	0.5126	3	429	1253	68
40237	treatment outcome	0.4011	-0.3548	2	346	785	29
40277	trees (mathematics)	-0.5135	-0.0182	1	266	499	36
40285	triacylglycerol	0.6513	-0.8566	2	317	825	27
40435	tumors	-0.343	0.0352	3	296	930	57
40569	type 2 diabetes mellitus	0.2899	-0.9605	2	221	421	23
40589	type-2 diabetes	0.0206	-0.9687	2	190	363	18
40682	ultrasonic applications	0.3019	0.0092	3	238	463	27
40691	ultrasonic imaging	0.7294	0.1499	3	273	627	39
40706	ultrasonics	0.818	-0.0692	3	232	438	25
40707	ultrasonography	0.9636	-0.0082	3	267	626	29
40710	ultrasound	0.8143	0.2727	3	351	995	46
40778	uncertainty	0.0436	-0.0283	3	391	803	58
40779	uncertainty analysis	0.0949	0.0142	3	266	506	42
40789	unclassified drug	0.7732	-0.7108	2	191	365	19
41156	validation process	0.6731	0.1516	3	540	1838	59
41158	validation study	0.6871	-0.0879	2	400	1081	36
41191	valvular heart disease	0.186	0.9079	4	263	625	20
41317	vascularization	1.1067	-0.2028	3	245	501	19
41478	very elderly	0.75	-0.3977	2	407	1191	38
